"age","workclass","fnlwgt","education","education.num","marital.status","occupation","relationship","race","sex","capital.gain","capital.loss","hours.per.week","native.country","income"
42,"Private",138634,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"North America","<=50K"
24,"Government",117109,"Bachelors",13,"Never-married","Adm-clerical","Own-child","Black","Female",0,0,27,"North America","<=50K"
26,"Private",189590,"Bachelors",13,"Never-married","Exec-managerial","Not-in-family","White","Male",0,0,40,"North America","<=50K"
63,"Private",181863,"Bachelors",13,"Never-married","Sales","Not-in-family","White","Male",0,0,27,"North America","<=50K"
27,"Private",194472,"HS-grad",9,"Never-married","Priv-house-serv","Not-in-family","White","Female",0,0,60,"North America","<=50K"
71,"Self-Employed",130731,"HS-grad",9,"Widowed","Adm-clerical","Not-in-family","White","Female",0,0,35,"North America","<=50K"
76,"Private",316185,"7th-8th",4,"Widowed","Protective-serv","Not-in-family","White","Female",0,0,12,"North America","<=50K"
41,"Private",89226,"HS-grad",9,"Divorced","Craft-repair","Not-in-family","White","Male",0,0,40,"North America","<=50K"
61,"Private",232308,"10th",6,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"North America","<=50K"
26,"Other",48099,"Bachelors",13,"Never-married","Exec-managerial","Not-in-family","White","Female",0,0,40,"North America","<=50K"
21,"Private",143062,"Some-college",10,"Never-married","Other-service","Own-child","White","Male",0,0,32,"North America","<=50K"
18,"Private",104704,"HS-grad",9,"Never-married","Adm-clerical","Own-child","Black","Male",0,0,40,"North America","<=50K"
21,"Private",342575,"Some-college",10,"Never-married","Sales","Own-child","Black","Female",0,0,30,"North America","<=50K"
55,"Private",234213,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,60,"North America","<=50K"
32,"Private",344129,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"North America",">50K"
62,"Self-Employed",171315,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,60,"North America",">50K"
51,"Private",255412,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"Europe",">50K"
43,"Private",102025,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","Other","Male",0,0,50,"North America","<=50K"
30,"Private",55291,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"North America",">50K"
18,"Private",107277,"11th",7,"Never-married","Sales","Own-child","White","Female",0,0,20,"North America","<=50K"
35,"Self-Employed",267776,"HS-grad",9,"Never-married","Other-service","Other-relative","White","Female",0,0,30,"North America","<=50K"
23,"Private",40060,"Some-college",10,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,40,"North America","<=50K"
43,"Private",76487,"11th",7,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"North America","<=50K"
22,"Private",437994,"Some-college",10,"Never-married","Other-service","Other-relative","Black","Male",0,0,20,"North America","<=50K"
27,"Private",114158,"Assoc-voc",11,"Never-married","Adm-clerical","Own-child","White","Female",0,0,35,"North America","<=50K"
21,"Private",344891,"Some-college",10,"Never-married","Adm-clerical","Own-child","Asian-Pac-Islander","Male",0,0,20,"North America","<=50K"
19,"Self-Employed",206599,"Some-college",10,"Never-married","Other-service","Own-child","White","Female",0,0,22,"North America","<=50K"
46,"Private",56841,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"North America","<=50K"
50,"Private",217083,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,40,"North America",">50K"
28,"Government",25864,"HS-grad",9,"Never-married","Exec-managerial","Unmarried","Amer-Indian-Eskimo","Female",0,0,35,"North America","<=50K"
64,"Government",264544,"Masters",14,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,0,5,"North America",">50K"
18,"Private",193741,"11th",7,"Never-married","Other-service","Other-relative","Black","Male",0,0,30,"North America","<=50K"
37,"Private",185359,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,"North America","<=50K"
47,"Private",142719,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"North America","<=50K"
57,"Private",170244,"Prof-school",15,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,40,"North America","<=50K"
52,"Private",101752,"Assoc-voc",11,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,56,"North America","<=50K"
40,"Other",77332,"Some-college",10,"Divorced","Adm-clerical","Not-in-family","White","Female",0,0,50,"North America","<=50K"
66,"Self-Employed",212456,"HS-grad",9,"Widowed","Craft-repair","Not-in-family","White","Male",0,0,20,"North America","<=50K"
33,"Private",171216,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"North America",">50K"
47,"Private",140664,"Bachelors",13,"Divorced","Sales","Not-in-family","White","Male",0,0,45,"North America","<=50K"
23,"Private",249277,"HS-grad",9,"Never-married","Exec-managerial","Own-child","Black","Male",0,0,75,"North America","<=50K"
19,"Private",52372,"Some-college",10,"Never-married","Other-service","Own-child","White","Male",0,0,20,"North America","<=50K"
68,"Private",339168,"Bachelors",13,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,30,"North America","<=50K"
30,"Private",504725,"10th",6,"Never-married","Sales","Other-relative","White","Male",0,0,18,"North America","<=50K"
51,"Government",420917,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,45,"North America","<=50K"
25,"Private",197871,"Some-college",10,"Married-civ-spouse","Sales","Husband","White","Male",0,0,44,"North America",">50K"
46,"Private",201217,"HS-grad",9,"Divorced","Prof-specialty","Not-in-family","White","Female",0,0,40,"North America","<=50K"
40,"Private",181265,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,52,"North America","<=50K"
21,"Private",177711,"HS-grad",9,"Never-married","Transport-moving","Own-child","Black","Male",0,0,40,"North America","<=50K"
24,"Private",123983,"11th",7,"Married-civ-spouse","Transport-moving","Husband","Asian-Pac-Islander","Male",0,0,40,"Asia","<=50K"
55,"Other",189985,"Some-college",10,"Divorced","Adm-clerical","Unmarried","Black","Female",0,0,40,"North America","<=50K"
44,"Private",103459,"HS-grad",9,"Married-civ-spouse","Sales","Wife","White","Female",0,0,40,"North America",">50K"
23,"Self-Employed",216129,"Assoc-acdm",12,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,30,"North America","<=50K"
49,"Private",107425,"Masters",14,"Never-married","Sales","Not-in-family","White","Female",0,0,35,"North America","<=50K"
24,"Private",611029,"10th",6,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,40,"North America","<=50K"
63,"Self-Employed",159715,"10th",6,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"North America","<=50K"
35,"Private",361888,"Assoc-acdm",12,"Married-civ-spouse","Tech-support","Husband","White","Male",0,0,40,"North America",">50K"
54,"Other",33863,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,"North America",">50K"
57,"Government",141459,"Some-college",10,"Divorced","Prof-specialty","Unmarried","White","Female",0,0,40,"North America","<=50K"
61,"Private",166124,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"North America",">50K"
19,"Private",251579,"Some-college",10,"Never-married","Other-service","Own-child","White","Male",0,0,14,"North America","<=50K"
72,"Private",53684,"Some-college",10,"Married-civ-spouse","Protective-serv","Husband","Black","Male",0,0,40,"North America","<=50K"
57,"Private",108426,"HS-grad",9,"Married-civ-spouse","Other-service","Husband","Black","Male",0,0,48,"Europe","<=50K"
53,"Private",201127,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,48,"North America",">50K"
28,"Private",250679,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"North America","<=50K"
36,"Private",160728,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,60,"North America","<=50K"
43,"Private",421837,"Some-college",10,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"North America","<=50K"
42,"Private",310632,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","Black","Male",0,0,40,"North America",">50K"
43,"Private",174575,"Some-college",10,"Divorced","Prof-specialty","Unmarried","White","Male",0,0,45,"North America","<=50K"
30,"Private",207253,"Assoc-voc",11,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"Europe","<=50K"
41,"Private",308296,"HS-grad",9,"Married-civ-spouse","Transport-moving","Wife","White","Female",0,0,20,"North America","<=50K"
40,"Private",120277,"HS-grad",9,"Never-married","Handlers-cleaners","Own-child","White","Male",0,0,40,"Europe","<=50K"
50,"Self-Employed",386397,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,60,"North America","<=50K"
20,"Private",122215,"HS-grad",9,"Never-married","Other-service","Own-child","Black","Male",0,0,52,"North America","<=50K"
30,"Private",159442,"HS-grad",9,"Separated","Adm-clerical","Not-in-family","White","Female",0,0,40,"North America","<=50K"
19,"Government",73009,"Some-college",10,"Never-married","Adm-clerical","Own-child","White","Male",0,0,15,"North America","<=50K"
28,"Private",124905,"7th-8th",4,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,30,"North America","<=50K"
19,"Private",376240,"HS-grad",9,"Never-married","Machine-op-inspct","Own-child","White","Male",0,0,42,"North America","<=50K"
40,"Private",404573,"Some-college",10,"Never-married","Sales","Not-in-family","White","Female",0,0,44,"North America","<=50K"
20,"Private",145917,"Some-college",10,"Never-married","Adm-clerical","Own-child","White","Female",0,0,15,"North America","<=50K"
28,"Private",356555,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,48,"North America","<=50K"
37,"Private",89559,"HS-grad",9,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,40,"North America","<=50K"
57,"Self-Employed",47857,"Some-college",10,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,50,"North America","<=50K"
34,"Self-Employed",320194,"Prof-school",15,"Separated","Prof-specialty","Unmarried","White","Male",0,0,48,"North America",">50K"
35,"Private",87556,"HS-grad",9,"Divorced","Craft-repair","Not-in-family","White","Male",0,0,40,"North America","<=50K"
44,"Other",404599,"HS-grad",9,"Divorced","Adm-clerical","Unmarried","Black","Female",0,0,40,"North America","<=50K"
50,"Private",163708,"HS-grad",9,"Widowed","Other-service","Unmarried","White","Female",0,0,40,"North America","<=50K"
44,"Private",101593,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,60,"North America","<=50K"
34,"Private",245378,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,45,"North America","<=50K"
27,"Private",35032,"Some-college",10,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,40,"North America",">50K"
28,"Private",210867,"11th",7,"Divorced","Sales","Own-child","White","Male",0,0,40,"North America","<=50K"
18,"Private",263024,"HS-grad",9,"Never-married","Sales","Own-child","White","Female",0,0,40,"North America","<=50K"
41,"Government",52037,"Some-college",10,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,40,"North America","<=50K"
39,"Self-Employed",211785,"HS-grad",9,"Never-married","Craft-repair","Own-child","Black","Female",0,0,20,"North America","<=50K"
37,"Private",243425,"HS-grad",9,"Divorced","Other-service","Other-relative","White","Female",0,0,50,"South America","<=50K"
27,"Government",134813,"Masters",14,"Never-married","Prof-specialty","Own-child","White","Male",0,0,52,"North America","<=50K"
31,"Private",45604,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,54,"North America","<=50K"
19,"Private",430471,"11th",7,"Never-married","Handlers-cleaners","Own-child","White","Male",0,0,40,"North America","<=50K"
21,"Private",177125,"Some-college",10,"Never-married","Handlers-cleaners","Not-in-family","White","Male",0,0,20,"North America","<=50K"
25,"Private",178037,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"North America","<=50K"
24,"Private",154165,"9th",5,"Divorced","Other-service","Own-child","White","Female",0,0,40,"North America","<=50K"
25,"Private",511331,"Bachelors",13,"Never-married","Sales","Not-in-family","White","Male",0,0,38,"North America","<=50K"
65,"Government",221026,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,20,"North America","<=50K"
40,"Self-Employed",37997,"Some-college",10,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,50,"North America","<=50K"
55,"Private",147098,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,50,"North America",">50K"
20,"Self-Employed",186014,"Some-college",10,"Never-married","Adm-clerical","Own-child","White","Female",0,0,12,"Europe","<=50K"
31,"Private",223327,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"North America",">50K"
38,"Private",177305,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,45,"North America","<=50K"
29,"Private",446559,"Assoc-acdm",12,"Married-civ-spouse","Exec-managerial","Wife","White","Female",0,0,50,"North America","<=50K"
18,"Private",41794,"11th",7,"Never-married","Other-service","Own-child","White","Female",0,0,20,"North America","<=50K"
67,"Private",288371,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"North America",">50K"
22,"Private",244366,"Bachelors",13,"Never-married","Prof-specialty","Own-child","White","Male",0,0,40,"North America","<=50K"
59,"Private",193895,"HS-grad",9,"Divorced","Exec-managerial","Not-in-family","White","Female",0,0,40,"North America","<=50K"
33,"Self-Employed",155343,"Some-college",10,"Never-married","Farming-fishing","Not-in-family","White","Male",0,0,72,"North America","<=50K"
64,"Private",321166,"Bachelors",13,"Divorced","Sales","Not-in-family","White","Female",0,0,5,"North America","<=50K"
47,"Government",154940,"Masters",14,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,45,"North America",">50K"
30,"Private",58597,"HS-grad",9,"Never-married","Machine-op-inspct","Own-child","White","Male",0,0,44,"North America","<=50K"
27,"Self-Employed",233724,"HS-grad",9,"Separated","Adm-clerical","Not-in-family","White","Male",0,0,38,"North America","<=50K"
32,"Private",153963,"HS-grad",9,"Divorced","Other-service","Unmarried","White","Female",0,0,35,"North America","<=50K"
51,"Government",88120,"HS-grad",9,"Never-married","Other-service","Not-in-family","Black","Male",0,0,40,"North America","<=50K"
30,"Private",66194,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,60,"North America","<=50K"
26,"Government",28366,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,40,"North America","<=50K"
39,"Government",113253,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,0,50,"North America",">50K"
68,"Private",253866,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,30,"North America","<=50K"
44,"Private",103218,"HS-grad",9,"Divorced","Adm-clerical","Unmarried","Black","Female",0,0,40,"North America","<=50K"
44,"Private",228320,"HS-grad",9,"Married-civ-spouse","Tech-support","Husband","White","Male",0,0,45,"North America",">50K"
32,"Private",261059,"Some-college",10,"Never-married","Other-service","Not-in-family","White","Male",0,0,50,"North America","<=50K"
46,"Private",59767,"Some-college",10,"Divorced","Sales","Not-in-family","White","Male",0,0,50,"North America","<=50K"
20,"Private",133352,"Some-college",10,"Never-married","Adm-clerical","Own-child","Asian-Pac-Islander","Female",0,0,40,"Asia","<=50K"
22,"Private",275385,"Some-college",10,"Never-married","Other-service","Other-relative","White","Male",0,0,25,"North America","<=50K"
30,"Government",73796,"Bachelors",13,"Separated","Prof-specialty","Not-in-family","White","Female",0,0,40,"North America","<=50K"
23,"Private",257621,"Bachelors",13,"Never-married","Sales","Not-in-family","White","Female",0,0,45,"North America","<=50K"
64,"Private",114994,"HS-grad",9,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,20,"North America","<=50K"
23,"Private",208598,"Some-college",10,"Never-married","Sales","Not-in-family","White","Male",0,0,45,"North America","<=50K"
32,"Private",256609,"12th",8,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"North America","<=50K"
49,"Private",176684,"Assoc-voc",11,"Never-married","Exec-managerial","Unmarried","White","Female",0,0,40,"North America","<=50K"
47,"Private",148724,"HS-grad",9,"Married-civ-spouse","Sales","Husband","Black","Male",0,0,40,"North America","<=50K"
41,"Private",266510,"HS-grad",9,"Never-married","Other-service","Own-child","White","Male",0,0,40,"North America","<=50K"
25,"Private",358975,"HS-grad",9,"Never-married","Other-service","Not-in-family","White","Female",0,0,35,"North America","<=50K"
21,"Private",221480,"Some-college",10,"Never-married","Tech-support","Own-child","White","Female",0,0,25,"South America","<=50K"
65,"Self-Employed",225473,"Some-college",10,"Widowed","Craft-repair","Not-in-family","White","Female",0,0,35,"North America","<=50K"
45,"Private",449354,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"North America","<=50K"
46,"Private",205100,"Assoc-voc",11,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,48,"North America",">50K"
63,"Private",149756,"Assoc-acdm",12,"Divorced","Exec-managerial","Not-in-family","White","Male",0,0,40,"North America",">50K"
46,"Other",162187,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"North America",">50K"
36,"Private",172538,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,52,"North America",">50K"
18,"Private",80163,"Some-college",10,"Never-married","Sales","Own-child","White","Female",0,0,20,"North America","<=50K"
29,"Private",270379,"HS-grad",9,"Never-married","Exec-managerial","Unmarried","Black","Female",0,0,40,"North America","<=50K"
40,"Private",20109,"Some-college",10,"Divorced","Handlers-cleaners","Not-in-family","Amer-Indian-Eskimo","Female",0,0,84,"North America","<=50K"
28,"Private",87239,"HS-grad",9,"Divorced","Transport-moving","Not-in-family","White","Male",0,0,50,"North America","<=50K"
20,"Private",246250,"Some-college",10,"Never-married","Craft-repair","Not-in-family","White","Female",0,0,40,"North America","<=50K"
43,"Other",77370,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"North America","<=50K"
27,"Private",146764,"Some-college",10,"Married-civ-spouse","Exec-managerial","Wife","White","Female",0,0,40,"North America",">50K"
20,"Private",133515,"Some-college",10,"Never-married","Sales","Other-relative","White","Female",0,0,40,"North America","<=50K"
52,"Private",117700,"HS-grad",9,"Divorced","Adm-clerical","Not-in-family","White","Female",0,0,40,"North America","<=50K"
29,"Private",37215,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,55,"North America","<=50K"
39,"Private",140854,"HS-grad",9,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,50,"North America","<=50K"
54,"Private",282680,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,50,"North America","<=50K"
25,"Private",198163,"HS-grad",9,"Never-married","Exec-managerial","Own-child","White","Female",0,0,40,"North America","<=50K"
31,"Private",27494,"Some-college",10,"Married-civ-spouse","Sales","Husband","Asian-Pac-Islander","Male",0,0,50,"Asia","<=50K"
47,"Private",368561,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"North America",">50K"
60,"Private",181953,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,28,"North America","<=50K"
51,"Private",194908,"HS-grad",9,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,40,"North America","<=50K"
52,"Private",131631,"11th",7,"Separated","Machine-op-inspct","Unmarried","Black","Male",0,0,40,"North America","<=50K"
40,"Self-Employed",230478,"Assoc-acdm",12,"Divorced","Exec-managerial","Not-in-family","White","Male",0,0,30,"North America","<=50K"
38,"Private",149419,"Assoc-voc",11,"Never-married","Tech-support","Not-in-family","White","Male",0,0,50,"North America","<=50K"
68,"Private",128472,"Doctorate",16,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,55,"North America",">50K"
18,"Private",232024,"11th",7,"Never-married","Machine-op-inspct","Own-child","White","Male",0,0,55,"North America","<=50K"
56,"Private",184553,"10th",6,"Divorced","Craft-repair","Not-in-family","White","Male",0,0,56,"North America","<=50K"
26,"Self-Employed",242651,"Some-college",10,"Never-married","Sales","Not-in-family","White","Male",0,0,48,"North America","<=50K"
51,"Private",159604,"Some-college",10,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,0,40,"North America",">50K"
40,"Private",123557,"Some-college",10,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"North America","<=50K"
24,"Private",275421,"Assoc-voc",11,"Never-married","Machine-op-inspct","Own-child","White","Female",0,0,40,"North America","<=50K"
21,"Private",51985,"HS-grad",9,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,40,"North America","<=50K"
22,"Government",48121,"Some-college",10,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,25,"North America","<=50K"
20,"Private",22966,"Some-college",10,"Never-married","Other-service","Own-child","White","Male",0,0,12,"North America","<=50K"
40,"Private",118001,"HS-grad",9,"Never-married","Handlers-cleaners","Not-in-family","Black","Male",0,0,40,"North America","<=50K"
39,"Private",279272,"Assoc-acdm",12,"Never-married","Transport-moving","Not-in-family","Black","Male",0,0,60,"North America","<=50K"
35,"Private",181020,"HS-grad",9,"Never-married","Handlers-cleaners","Own-child","White","Male",0,0,60,"North America","<=50K"
29,"Private",193260,"Bachelors",13,"Married-civ-spouse","Craft-repair","Other-relative","Asian-Pac-Islander","Male",0,0,30,"Asia","<=50K"
37,"Other",207887,"Bachelors",13,"Divorced","Exec-managerial","Other-relative","White","Female",0,0,50,"North America","<=50K"
47,"Private",73064,"7th-8th",4,"Married-civ-spouse","Machine-op-inspct","Wife","Black","Female",0,0,35,"North America","<=50K"
25,"Private",64671,"HS-grad",9,"Divorced","Handlers-cleaners","Own-child","Asian-Pac-Islander","Female",0,0,40,"Asia","<=50K"
22,"Private",186452,"10th",6,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,30,"North America","<=50K"
18,"Private",353358,"Some-college",10,"Never-married","Other-service","Own-child","White","Male",0,0,16,"North America","<=50K"
55,"Private",80445,"Bachelors",13,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"North America","<=50K"
36,"Private",274809,"HS-grad",9,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,50,"North America","<=50K"
19,"Private",236396,"11th",7,"Never-married","Handlers-cleaners","Not-in-family","White","Male",0,0,40,"North America","<=50K"
36,"Self-Employed",37019,"HS-grad",9,"Never-married","Farming-fishing","Not-in-family","White","Male",0,0,50,"North America","<=50K"
37,"Private",324019,"Assoc-acdm",12,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,40,"North America","<=50K"
39,"Private",82488,"Some-college",10,"Divorced","Sales","Unmarried","Asian-Pac-Islander","Female",0,0,38,"North America","<=50K"
27,"Private",37088,"Assoc-acdm",12,"Never-married","Other-service","Not-in-family","White","Male",0,0,40,"North America","<=50K"
21,"Private",152540,"HS-grad",9,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,35,"North America","<=50K"
25,"Private",210184,"11th",7,"Separated","Craft-repair","Own-child","White","Male",0,0,40,"North America","<=50K"
23,"Private",182117,"Assoc-acdm",12,"Never-married","Other-service","Own-child","White","Male",0,0,60,"North America","<=50K"
55,"Private",50164,"Doctorate",16,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,60,"North America",">50K"
40,"Private",210275,"HS-grad",9,"Separated","Transport-moving","Unmarried","Black","Female",0,0,40,"North America","<=50K"
26,"Private",171114,"Assoc-voc",11,"Separated","Adm-clerical","Unmarried","White","Female",0,0,35,"North America","<=50K"
30,"Private",350979,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","Asian-Pac-Islander","Male",0,0,40,"Asia","<=50K"
20,"Private",120601,"HS-grad",9,"Never-married","Transport-moving","Own-child","Black","Male",0,0,40,"North America","<=50K"
27,"Private",129624,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"North America",">50K"
25,"Government",328697,"Some-college",10,"Divorced","Protective-serv","Other-relative","White","Male",0,0,45,"North America","<=50K"
19,"Private",299050,"Some-college",10,"Never-married","Adm-clerical","Own-child","White","Male",0,0,20,"North America","<=50K"
28,"Private",176683,"Assoc-acdm",12,"Never-married","Prof-specialty","Own-child","White","Male",0,0,40,"Europe","<=50K"
44,"Self-Employed",147206,"Some-college",10,"Never-married","Craft-repair","Own-child","White","Male",0,0,12,"North America","<=50K"
59,"Private",381851,"9th",5,"Widowed","Other-service","Unmarried","Black","Female",0,0,40,"North America","<=50K"
26,"Private",195994,"Some-college",10,"Never-married","Sales","Not-in-family","White","Female",0,0,15,"North America","<=50K"
36,"Private",288049,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,45,"North America","<=50K"
34,"Private",34374,"Some-college",10,"Never-married","Other-service","Not-in-family","White","Male",0,0,50,"North America","<=50K"
45,"Private",162187,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,52,"North America",">50K"
50,"Private",162632,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,45,"North America","<=50K"
38,"Government",91711,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,50,"North America",">50K"
62,"Self-Employed",123170,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,10,"North America","<=50K"
32,"Private",164243,"HS-grad",9,"Married-civ-spouse","Tech-support","Husband","White","Male",0,0,60,"North America",">50K"
17,"Private",262511,"11th",7,"Never-married","Sales","Own-child","White","Male",0,0,20,"North America","<=50K"
31,"Private",152940,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"North America","<=50K"
29,"Private",376680,"HS-grad",9,"Never-married","Tech-support","Own-child","Black","Male",0,0,40,"North America","<=50K"
26,"Private",33939,"Some-college",10,"Never-married","Tech-support","Own-child","White","Male",0,0,20,"North America","<=50K"
28,"Private",216178,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"North America","<=50K"
23,"Private",155919,"9th",5,"Married-spouse-absent","Craft-repair","Not-in-family","White","Male",0,0,40,"North America","<=50K"
40,"Private",273308,"HS-grad",9,"Divorced","Machine-op-inspct","Unmarried","White","Female",0,0,48,"North America","<=50K"
26,"Private",210812,"Some-college",10,"Divorced","Craft-repair","Not-in-family","White","Male",0,0,43,"North America","<=50K"
22,"Private",74631,"Some-college",10,"Never-married","Handlers-cleaners","Own-child","White","Female",0,0,13,"North America","<=50K"
46,"Private",308334,"1st-4th",2,"Widowed","Other-service","Unmarried","Other","Female",0,0,30,"North America","<=50K"
39,"Private",245361,"Bachelors",13,"Divorced","Exec-managerial","Not-in-family","White","Female",0,0,25,"North America","<=50K"
23,"Private",126550,"HS-grad",9,"Never-married","Craft-repair","Other-relative","White","Male",0,0,40,"North America","<=50K"
23,"Private",260019,"7th-8th",4,"Never-married","Farming-fishing","Unmarried","Other","Male",0,0,36,"North America","<=50K"
33,"Private",135312,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,40,"North America",">50K"
50,"Self-Employed",174855,"HS-grad",9,"Divorced","Exec-managerial","Unmarried","White","Female",0,0,40,"North America","<=50K"
54,"Private",200098,"Bachelors",13,"Divorced","Sales","Not-in-family","Black","Female",0,0,60,"North America","<=50K"
31,"Other",206823,"Bachelors",13,"Divorced","Protective-serv","Not-in-family","White","Male",0,0,50,"North America",">50K"
30,"Private",112115,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,60,"Europe",">50K"
18,"Private",130849,"11th",7,"Never-married","Other-service","Own-child","White","Female",0,0,8,"North America","<=50K"
